,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
38830,None,269.29,0.0,0.0,90,Mist,mist,11/11/2017 1:00,649,very low
844,None,280.0,0.0,0.0,40,Clouds,scattered clouds,11/2/2012 15:00,6093,very high
31140,None,286.267,0.0,0.0,88,Clouds,overcast clouds,2/19/2017 19:00,3109,medium
34277,None,292.9,0.0,0.0,5,Clear,sky is clear,6/5/2017 11:00,4429,high
17219,None,297.29,0.0,0.0,75,Rain,light rain,8/8/2015 20:00,3260,medium
41938,None,276.62,0.0,0.0,75,Clouds,broken clouds,2/28/2018 19:00,3267,medium
44344,None,304.62,0.0,0.0,1,Clear,sky is clear,5/24/2018 14:00,5414,high
46038,None,292.72,0.0,0.0,75,Clouds,broken clouds,7/20/2018 22:00,3032,medium
450,None,281.13,0.0,0.0,96,Rain,light rain,10/20/2012 6:00,1313,very low
38951,None,279.61,0.0,0.0,90,Rain,light rain,11/14/2017 23:00,1462,low
7975,None,292.78,0.25,0.0,32,Rain,light rain,7/27/2013 13:00,4325,medium
3831,None,270.36,0.0,0.0,90,Snow,heavy snow,2/23/2013 14:00,4776,high
11494,None,261.74,0.0,0.0,64,Clouds,broken clouds,1/15/2014 13:00,4777,high
4950,None,277.16,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 1:00,320,very low
37129,None,298.48,0.0,0.0,20,Clouds,few clouds,9/13/2017 11:00,4677,high
3861,None,271.47,0.0,0.0,75,Clouds,broken clouds,2/24/2013 15:00,4073,medium
24569,None,294.07,0.0,0.0,90,Thunderstorm,thunderstorm,6/30/2016 11:00,4175,medium
2075,None,275.49,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 12:00,3552,medium
22686,None,279.31,0.0,0.0,1,Clear,sky is clear,4/23/2016 1:00,935,very low
8270,None,289.33,0.0,0.0,0,Clear,Sky is Clear,8/8/2013 6:00,6033,very high
14963,None,289.62,0.25,0.0,90,Thunderstorm,thunderstorm,6/7/2014 4:00,475,very low
22104,None,287.01,0.0,0.0,1,Clear,sky is clear,3/28/2016 17:00,6333,very high
30246,None,275.27,0.0,0.0,90,Drizzle,drizzle,1/20/2017 0:00,640,very low
28878,None,267.89,0.0,0.0,90,Snow,light snow,12/6/2016 18:00,4520,high
35913,None,286.43,0.0,0.0,90,Drizzle,light intensity drizzle,8/3/2017 14:00,5447,high
32728,None,288.15,0.0,0.0,90,Drizzle,light intensity drizzle,4/15/2017 10:00,3876,medium
33873,None,283.09,0.0,0.0,90,Drizzle,drizzle,5/21/2017 4:00,333,very low
28275,None,268.35,0.0,0.0,1,Clear,sky is clear,11/21/2016 3:00,302,very low
12758,None,267.89,0.0,0.0,90,Clouds,overcast clouds,3/8/2014 1:00,776,very low
33335,None,290.59,0.0,0.0,1,Clear,sky is clear,5/3/2017 16:00,6754,very high
34208,None,302.36,0.0,0.0,40,Clouds,scattered clouds,6/2/2017 14:00,5331,high
36726,None,285.65,0.0,0.0,1,Fog,fog,8/29/2017 5:00,3127,medium
42552,None,278.3,0.0,0.0,5,Clear,sky is clear,3/22/2018 19:00,3737,medium
36827,None,291.95,0.0,0.0,90,Drizzle,drizzle,9/1/2017 22:00,2597,low
30902,None,265.9,0.0,0.0,90,Clouds,overcast clouds,2/9/2017 21:00,2765,low
34482,None,294.59,0.0,0.0,75,Mist,mist,6/12/2017 18:00,4342,medium
39322,None,277.68,0.0,0.0,5,Clear,sky is clear,11/28/2017 20:00,2676,low
45644,None,301.75,0.0,0.0,5,Clear,sky is clear,7/7/2018 18:00,3986,medium
8593,None,302.33,0.51,0.0,0,Rain,light rain,8/22/2013 18:00,4762,high
43765,None,291.49,0.0,0.0,75,Clouds,broken clouds,5/2/2018 19:00,3518,medium
21483,None,273.79,0.0,0.0,90,Clouds,overcast clouds,2/24/2016 10:00,4626,high
21205,None,260.15,0.0,0.0,75,Clouds,broken clouds,2/10/2016 12:00,4876,high
3083,None,254.7,0.0,0.0,90,Clouds,overcast clouds,1/21/2013 8:00,3731,medium
14498,None,284.61,0.51,0.0,90,Rain,light rain,5/20/2014 7:00,6885,very high
35656,None,293.86,0.0,0.0,75,Clouds,broken clouds,7/25/2017 10:00,4267,medium
26587,None,288.5,0.0,0.0,1,Haze,haze,9/13/2016 19:00,3138,medium
5511,None,276.39,0.0,0.0,90,Rain,light rain,4/25/2013 20:00,3271,medium
38299,None,279.79,0.0,0.0,40,Clouds,scattered clouds,10/24/2017 21:00,3540,medium
4987,None,272.52,0.0,0.0,90,Snow,heavy snow,4/11/2013 2:00,238,very low
2496,None,266.72,0.0,0.0,75,Snow,heavy snow,12/29/2012 17:00,4522,high
47265,None,298.46,0.25,0.0,1,Rain,light rain,8/31/2018 20:00,3233,medium
8495,None,299.82,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 15:00,4601,high
14336,None,277.19599999999997,0.0,0.0,0,Clear,Sky is Clear,5/15/2014 0:00,721,very low
10644,None,261.87,0.0,0.0,90,Snow,light snow,12/13/2013 11:00,5073,high
38120,None,287.29,0.0,0.0,1,Clear,sky is clear,10/17/2017 22:00,1696,low
16065,None,291.02,8.89,0.0,40,Thunderstorm,proximity thunderstorm,6/28/2015 2:00,626,very low
39187,None,267.37,0.0,0.0,5,Clear,sky is clear,11/23/2017 7:00,991,very low
17655,None,286.59,0.0,0.0,75,Clouds,broken clouds,8/23/2015 4:00,285,very low
40823,None,274.29,0.0,0.0,40,Mist,mist,1/20/2018 23:00,3427,medium
41969,None,266.51,0.0,0.0,1,Mist,mist,3/2/2018 2:00,295,very low
41579,None,275.15,0.0,0.0,40,Clouds,scattered clouds,2/17/2018 16:00,5935,very high
8870,None,292.92,0.0,0.0,20,Rain,light rain,9/10/2013 7:00,6381,very high
4080,None,268.61,0.0,0.0,90,Mist,mist,3/5/2013 8:00,3380,medium
39592,None,267.95,0.0,0.0,90,Clouds,overcast clouds,12/8/2017 3:00,392,very low
35308,None,290.72,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 12:00,4983,high
27010,None,285.6,0.0,0.0,20,Clouds,few clouds,10/1/2016 1:00,776,very low
35978,None,292.08,0.0,0.0,90,Clouds,overcast clouds,8/5/2017 21:00,2927,medium
36961,None,281.51,0.0,0.0,1,Fog,fog,9/7/2017 2:00,259,very low
34214,None,302.69,0.0,0.0,1,Clear,sky is clear,6/2/2017 20:00,3558,medium
33043,None,284.62,0.0,0.0,90,Drizzle,drizzle,4/25/2017 21:00,2164,low
12009,None,258.27,0.0,0.0,90,Clouds,overcast clouds,2/4/2014 18:00,4630,high
30134,None,272.51,0.0,0.0,90,Snow,light snow,1/17/2017 6:00,4993,high
29060,None,256.59,0.0,0.0,90,Snow,light snow,12/12/2016 7:00,4301,medium
7223,None,291.49,0.0,0.0,36,Mist,mist,6/26/2013 5:00,2993,medium
26232,None,287.95,0.0,0.0,1,Clear,sky is clear,9/1/2016 8:00,5447,high
35925,None,286.75,0.0,0.0,90,Rain,moderate rain,8/3/2017 19:00,3430,medium
45938,None,289.55,0.0,0.0,1,Clear,sky is clear,7/18/2018 3:00,377,very low
17545,None,287.8,0.0,0.0,90,Rain,moderate rain,8/19/2015 9:00,5073,high
6219,None,291.74,0.0,0.0,90,Rain,moderate rain,5/20/2013 18:00,4197,medium
31049,None,267.785,0.0,0.0,0,Clear,Sky is Clear,2/16/2017 0:00,711,very low
42751,None,270.09,0.0,0.0,1,Clear,sky is clear,3/30/2018 3:00,359,very low
33113,None,274.29,0.0,0.0,90,Snow,light snow,4/27/2017 4:00,848,very low
6956,None,291.25,1.02,0.0,100,Rain,moderate rain,6/13/2013 13:00,5357,high
17482,None,290.52,2.05,0.0,90,Mist,mist,8/18/2015 11:00,4677,high
22529,None,290.94,0.0,0.0,1,Clear,sky is clear,4/18/2016 3:00,299,very low
33226,None,275.55,0.0,0.0,90,Snow,snow,5/1/2017 2:00,245,very low
45984,None,293.94,0.0,0.0,90,Drizzle,drizzle,7/19/2018 17:00,5872,very high
10326,None,274.21,0.0,0.0,64,Mist,mist,12/3/2013 1:00,316,very low
6235,None,290.06,0.0,0.0,75,Mist,mist,5/21/2013 4:00,785,very low
20750,None,267.79,0.0,0.0,90,Haze,haze,1/21/2016 12:00,4906,high
29783,None,251.89,0.0,0.0,1,Haze,haze,1/5/2017 6:00,5242,high
7097,None,287.17,0.0,0.0,75,Clouds,broken clouds,6/19/2013 3:00,359,very low
6664,None,289.92,0.0,0.0,1,Clear,sky is clear,6/4/2013 10:00,4438,high
32795,None,281.87,0.0,0.0,1,Clear,sky is clear,4/17/2017 23:00,1072,very low
17958,None,294.31,0.0,0.0,1,Mist,mist,9/4/2015 6:00,5291,high
46226,None,284.86,0.0,0.0,1,Clear,sky is clear,7/28/2018 7:00,1974,low
7428,None,301.15,0.0,0.0,40,Clouds,scattered clouds,7/4/2013 14:00,3257,medium
20742,None,267.58,0.0,0.0,90,Mist,mist,1/21/2016 7:00,6227,very high
36812,None,288.93,0.0,0.0,1,Clear,sky is clear,9/1/2017 11:00,5419,high
31656,None,260.88,0.0,0.0,40,Clouds,scattered clouds,3/11/2017 9:00,4256,medium
29979,None,258.47,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 1:00,357,very low
45031,None,301.37,0.0,0.0,1,Clear,sky is clear,6/17/2018 2:00,659,very low
8196,None,283.99,0.0,0.0,76,Clouds,broken clouds,8/5/2013 6:00,5471,high
32349,None,283.48,0.0,0.0,90,Rain,light rain,4/3/2017 19:00,3048,medium
17023,None,293.99,0.0,0.0,1,Clear,sky is clear,8/1/2015 9:00,3209,medium
32619,None,281.84,0.0,0.0,90,Drizzle,drizzle,4/12/2017 22:00,2042,low
38889,None,273.55,0.0,0.0,75,Haze,haze,11/13/2017 10:00,4456,high
38690,None,275.94,0.0,0.0,90,Rain,light rain,11/5/2017 6:00,823,very low
46141,None,294.02,0.0,0.0,1,Clear,sky is clear,7/24/2018 23:00,1269,very low
23265,None,285.18,0.0,0.0,90,Mist,mist,5/11/2016 21:00,2499,low
39321,None,278.48,0.0,0.0,5,Clear,sky is clear,11/28/2017 19:00,3162,medium
20238,None,264.91,0.0,0.0,1,Clear,sky is clear,12/27/2015 6:00,712,very low
45704,None,291.03,0.0,0.0,1,Mist,mist,7/10/2018 4:00,898,very low
19193,None,278.01,0.0,0.0,90,Drizzle,drizzle,10/28/2015 12:00,4865,high
15753,None,298.03,0.0,0.0,90,Clouds,overcast clouds,7/25/2014 20:00,3041,medium
7398,None,287.788,0.0,0.0,0,Clear,Sky is Clear,7/3/2013 8:00,5621,high
1270,None,275.89,0.0,0.0,1,Haze,haze,11/18/2012 3:00,368,very low
11061,None,262.21,0.0,0.0,64,Clouds,broken clouds,12/29/2013 3:00,328,very low
35106,None,301.97,0.0,0.0,5,Clear,sky is clear,7/5/2017 21:00,2505,low
23406,None,282.91,0.0,0.0,20,Clouds,few clouds,5/17/2016 0:00,614,very low
6734,None,286.11,0.44,0.0,92,Mist,mist,6/6/2013 11:00,4925,high
18474,None,291.49,0.0,0.0,75,Clouds,broken clouds,9/22/2015 4:00,864,very low
36324,None,296.31,0.0,0.0,90,Mist,mist,8/16/2017 20:00,2685,low
24165,None,295.34,0.0,0.0,0,Clear,Sky is Clear,6/13/2016 19:00,3338,medium
8168,None,287.18,0.0,0.0,92,Clouds,overcast clouds,8/4/2013 1:00,964,very low
10346,None,274.42,0.0,0.0,64,Mist,mist,12/3/2013 10:00,4524,high
14918,None,292.38,0.79,0.0,40,Rain,light rain,6/5/2014 16:00,6436,very high
38132,None,285.58,0.0,0.0,1,Clear,sky is clear,10/18/2017 10:00,4632,high
38078,None,276.43,0.0,0.0,40,Mist,mist,10/16/2017 4:00,854,very low
39514,None,264.72,0.0,0.0,75,Snow,light snow,12/5/2017 8:00,2160,low
14780,None,296.1,5.46,0.0,75,Rain,heavy intensity rain,5/31/2014 15:00,4900,high
31672,None,262.09,0.0,0.0,1,Clear,sky is clear,3/12/2017 1:00,1107,very low
3566,None,267.15,0.0,0.0,90,Clouds,overcast clouds,2/12/2013 21:00,2669,low
41848,None,265.55,0.0,0.0,1,Snow,light snow,2/25/2018 10:00,2598,low
36805,None,285.43,0.0,0.0,1,Haze,haze,9/1/2017 4:00,853,very low
22353,None,264.62,0.0,0.0,40,Clouds,scattered clouds,4/9/2016 6:00,1539,low
37311,None,294.3,0.0,0.0,90,Clouds,overcast clouds,9/20/2017 6:00,5922,very high
17116,None,287.06,0.3,0.0,1,Rain,light rain,8/5/2015 6:00,5713,high
6338,None,284.25,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 15:00,6052,very high
41957,None,276.35,0.0,0.0,1,Clear,sky is clear,3/1/2018 14:00,5328,high
40367,None,252.08,0.0,0.0,5,Clear,sky is clear,1/5/2018 11:00,4566,high
9187,None,281.4,0.0,0.0,1,Clear,sky is clear,9/29/2013 1:00,927,very low
20289,None,269.55,0.0,0.1,90,Mist,mist,12/29/2015 9:00,3027,medium
10735,None,262.89,0.0,0.0,5,Clear,sky is clear,12/16/2013 20:00,2353,low
3116,None,247.16,0.0,0.0,11,Clouds,few clouds,1/23/2013 1:00,346,very low
22778,None,284.41,0.51,0.0,40,Mist,mist,4/25/2016 4:00,830,very low
47236,None,294.76,0.25,0.0,75,Rain,light rain,8/31/2018 0:00,764,very low
45353,None,294.08,0.0,0.0,75,Mist,mist,6/26/2018 20:00,2910,low
4932,None,277.22,0.0,0.0,90,Drizzle,light intensity drizzle,4/9/2013 9:00,5289,high
29358,None,274.42,0.0,0.0,1,Clear,sky is clear,12/22/2016 17:00,5385,high
31795,None,278.28,0.0,0.0,90,Drizzle,light intensity drizzle,3/16/2017 16:00,6571,very high
30814,None,272.35,0.0,0.0,90,Clouds,overcast clouds,2/6/2017 18:00,4526,high
26089,None,288.91,0.0,0.0,1,Fog,fog,8/27/2016 23:00,1867,low
31750,None,271.36,0.0,0.0,20,Clouds,few clouds,3/14/2017 18:00,4511,high
40139,None,257.43,0.0,0.0,90,Snow,light snow,12/28/2017 5:00,2217,low
34113,None,290.09,0.0,0.0,75,Rain,light rain,5/29/2017 16:00,3845,medium
41261,None,253.15,0.0,0.0,1,Clear,sky is clear,2/5/2018 6:00,4846,high
43861,None,295.74,0.0,0.0,20,Clouds,few clouds,5/6/2018 14:00,4295,medium
36063,None,300.28,0.0,0.0,40,Clouds,scattered clouds,8/8/2017 18:00,5408,high
36972,None,288.6,0.0,0.0,90,Clouds,overcast clouds,9/7/2017 11:00,4862,high
35342,None,294.35,0.0,0.0,1,Clear,sky is clear,7/14/2017 21:00,3356,medium
19050,None,284.61,0.0,0.0,1,Clear,sky is clear,10/17/2015 14:00,4378,high
21718,None,285.79,0.0,0.0,1,Clear,sky is clear,3/11/2016 12:00,5731,high
2986,None,266.25,0.0,0.0,59,Clouds,broken clouds,1/17/2013 2:00,279,very low
31588,None,272.22,0.0,0.0,1,Clear,sky is clear,3/8/2017 13:00,5313,high
32255,None,276.76,0.0,0.0,1,Clear,sky is clear,4/1/2017 0:00,1619,low
34096,None,286.42,0.0,0.0,90,Rain,moderate rain,5/29/2017 1:00,906,very low
807,None,270.15,0.0,0.0,1,Clear,sky is clear,11/1/2012 2:00,324,very low
7619,None,296.48,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 10:00,4997,high
23691,None,290.82,0.64,0.0,90,Drizzle,light intensity drizzle,5/27/2016 15:00,5406,high
10449,None,255.61,0.0,0.0,1,Clear,sky is clear,12/5/2013 22:00,3496,medium
39153,None,267.15,0.0,0.0,5,Clear,sky is clear,11/21/2017 21:00,2583,low
41057,None,264.54,0.0,0.0,40,Clouds,scattered clouds,1/28/2018 20:00,2554,low
863,None,272.85,0.0,0.0,75,Clouds,broken clouds,11/3/2012 10:00,4573,high
14052,None,287.51,0.0,0.0,8,Clear,sky is clear,5/5/2014 21:00,2677,low
46066,None,292.51,0.0,0.0,1,Clear,sky is clear,7/22/2018 2:00,749,very low
3619,None,273.35,0.0,0.0,90,Snow,heavy snow,2/14/2013 23:00,1613,low
5890,None,293.36,0.0,0.0,90,Rain,light rain,5/9/2013 17:00,6305,very high
34193,None,289.56,0.0,0.0,1,Clear,sky is clear,6/1/2017 23:00,1407,very low
22093,None,271.15,0.0,0.0,1,Mist,mist,3/28/2016 3:00,302,very low
4807,None,280.23,0.0,0.0,1,Clear,sky is clear,4/5/2013 19:00,3604,medium
33336,None,290.87,0.0,0.0,75,Clouds,broken clouds,5/3/2017 17:00,6467,very high
46290,None,300.81,0.0,0.0,20,Clouds,few clouds,7/30/2018 15:00,5483,high
11009,None,267.79,0.0,0.0,64,Clouds,broken clouds,12/27/2013 8:00,3943,medium
5565,None,283.88,0.0,0.0,1,Clear,sky is clear,4/28/2013 1:00,819,very low
11283,None,248.63,0.0,0.0,1,Clear,sky is clear,1/7/2014 6:00,4114,medium
39781,None,268.43,0.0,0.0,90,Snow,light snow,12/15/2017 5:00,2773,low
29635,None,267.03,0.0,0.0,1,Clear,sky is clear,12/31/2016 9:00,2526,low
43507,None,289.22,0.0,0.0,20,Clouds,few clouds,4/22/2018 15:00,4866,high
28338,None,274.02,0.0,0.0,90,Snow,light snow,11/22/2016 20:00,2010,low
9428,None,295.53,0.0,0.0,92,Rain,light rain,10/11/2013 18:00,5142,high
17938,None,295.6,0.0,0.0,90,Mist,mist,9/3/2015 10:00,5422,high
42077,None,274.01,0.0,0.0,90,Snow,snow,3/5/2018 15:00,4151,medium
47729,None,303.25,0.0,0.0,40,Clouds,scattered clouds,9/16/2018 13:00,3935,medium
34769,None,291.35,0.0,0.0,40,Clouds,scattered clouds,6/23/2017 10:00,4888,high
11862,None,269.45,0.25,0.0,75,Rain,light rain,1/29/2014 15:00,5597,high
27612,None,279.178,0.0,0.0,80,Clouds,broken clouds,10/26/2016 20:00,2446,low
793,None,279.84,0.0,0.0,20,Clouds,few clouds,10/31/2012 12:00,5041,high
15513,None,286.28,0.0,0.0,40,Clouds,scattered clouds,7/15/2014 4:00,922,very low
427,None,282.41,0.0,0.0,92,Rain,light rain,10/19/2012 17:00,4619,high
6864,None,291.26,3.18,0.0,88,Rain,moderate rain,6/10/2013 18:00,4357,medium
12488,None,261.67,0.0,0.0,90,Clouds,overcast clouds,2/24/2014 17:00,5829,very high
11624,None,261.75,0.0,0.0,64,Snow,light snow,1/20/2014 14:00,4515,high
857,None,269.9,0.0,0.0,20,Clouds,few clouds,11/3/2012 4:00,383,very low
5048,None,274.65,0.0,0.0,90,Drizzle,light intensity drizzle,4/12/2013 16:00,6595,very high
22951,None,278.18,0.0,0.0,90,Clouds,overcast clouds,5/1/2016 5:00,629,very low
35579,None,302.79,0.0,0.0,1,Clear,sky is clear,7/22/2017 14:00,4826,high
6975,None,289.4,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 8:00,5588,high
1772,None,280.17,0.0,0.0,90,Drizzle,drizzle,12/7/2012 6:00,5555,high
6156,None,286.37,0.0,0.0,90,Rain,light rain,5/19/2013 8:00,1700,low
29815,None,251.08,0.0,0.0,5,Clear,sky is clear,1/6/2017 10:00,4484,high
4071,None,270.26,0.0,0.0,90,Clouds,overcast clouds,3/5/2013 2:00,289,very low
30297,None,275.08,0.0,0.0,90,Fog,fog,1/20/2017 21:00,2850,low
28410,None,275.02,0.0,0.0,90,Mist,mist,11/24/2016 12:00,2833,low
30154,None,274.42,0.0,0.0,90,Mist,mist,1/17/2017 16:00,6184,very high
22875,None,278.39,1.02,0.0,90,Drizzle,drizzle,4/28/2016 17:00,6048,very high
35669,None,298.28,0.0,0.0,90,Mist,mist,7/25/2017 20:00,2874,low
4070,None,270.63,0.0,0.0,90,Clouds,overcast clouds,3/5/2013 1:00,438,very low
34914,None,293.51,0.0,0.0,75,Rain,light rain,6/28/2017 13:00,4789,high
2187,None,268.15,0.0,0.0,90,Snow,heavy snow,12/19/2012 3:00,378,very low
35616,None,287.69,0.0,0.0,1,Mist,mist,7/24/2017 3:00,361,very low
31386,None,273.28,0.0,0.0,90,Mist,mist,2/28/2017 22:00,2648,low
34822,None,286.35,0.0,0.0,90,Haze,haze,6/25/2017 10:00,4178,medium
10852,None,266.81,0.0,0.0,90,Snow,light snow,12/21/2013 17:00,4526,high
42176,None,271.15,0.0,0.0,1,Clear,sky is clear,3/8/2018 17:00,6200,very high
33934,None,290.88,0.0,0.0,40,Clouds,scattered clouds,5/22/2017 16:00,6328,very high
43050,None,270.94,0.0,0.0,90,Mist,mist,4/8/2018 21:00,1799,low
27788,None,278.65,0.0,0.0,1,Mist,mist,11/3/2016 3:00,476,very low
30583,None,268.68,0.0,0.0,40,Clouds,scattered clouds,1/29/2017 11:00,3919,medium
40329,None,254.22,0.0,0.0,5,Clear,sky is clear,1/3/2018 21:00,2105,low
13906,None,278.0,0.0,0.0,40,Clouds,scattered clouds,4/24/2014 23:00,3552,medium
36014,None,288.28,0.0,0.0,1,Fog,fog,8/7/2017 1:00,405,very low
3468,None,269.41,0.0,0.0,90,Clouds,overcast clouds,2/10/2013 1:00,721,very low
34440,None,294.95,0.0,0.0,75,Thunderstorm,thunderstorm,6/11/2017 18:00,3636,medium
11982,None,264.45,0.0,0.0,90,Clouds,overcast clouds,2/3/2014 15:00,5554,high
12907,None,276.01,0.0,0.0,75,Clouds,broken clouds,3/14/2014 7:00,6085,very high
47892,None,287.84,0.8,0.0,90,Rain,moderate rain,9/20/2018 6:00,5417,high
30386,None,275.02,0.0,0.0,90,Mist,mist,1/22/2017 10:00,2937,medium
15919,None,299.65,0.0,0.0,40,Haze,haze,8/5/2014 17:00,6538,very high
46540,None,299.81,0.0,0.0,40,Clouds,scattered clouds,8/8/2018 12:00,5004,high
29699,None,272.71,0.0,0.0,90,Drizzle,heavy intensity drizzle,1/2/2017 16:00,3563,medium
45016,None,295.46,0.0,0.0,90,Rain,moderate rain,6/16/2018 13:00,4834,high
23478,None,287.85,0.0,0.0,40,Clouds,scattered clouds,5/20/2016 0:00,750,very low
31141,None,285.215,0.0,0.0,48,Clouds,scattered clouds,2/19/2017 20:00,2516,low
6598,None,296.54,0.0,0.0,90,Clouds,overcast clouds,6/1/2013 18:00,3945,medium
39657,None,269.22,0.0,0.0,5,Clear,sky is clear,12/10/2017 18:00,3724,medium
9222,None,286.63,2.37,0.0,88,Thunderstorm,proximity thunderstorm,10/2/2013 23:00,899,very low
33047,None,283.62,0.0,0.0,90,Rain,light rain,4/25/2017 23:00,1034,very low
37769,None,282.82,0.0,0.0,1,Mist,mist,10/6/2017 4:00,833,very low
30063,None,254.89,0.0,0.0,1,Mist,mist,1/15/2017 8:00,1502,low
30283,None,275.62,0.0,0.0,90,Mist,mist,1/20/2017 14:00,5184,high
26377,None,293.94,2.39,0.0,75,Thunderstorm,proximity thunderstorm,9/6/2016 7:00,5620,high
22781,None,284.14,0.0,0.0,40,Mist,mist,4/25/2016 5:00,2776,low
30764,None,274.09,0.0,0.0,40,Clouds,scattered clouds,2/4/2017 16:00,4671,high
6718,None,285.4,0.25,0.0,92,Rain,light rain,6/6/2013 5:00,2749,low
12752,None,270.77,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 19:00,3528,medium
28387,None,274.59,0.0,0.0,90,Mist,mist,11/23/2016 13:00,4613,high
29454,None,273.51,0.0,0.0,90,Mist,mist,12/25/2016 4:00,113,very low
15306,None,299.54,0.0,0.0,92,Thunderstorm,thunderstorm with heavy rain,7/7/2014 14:00,5278,high
3531,None,273.46,0.0,0.0,90,Snow,heavy snow,2/11/2013 18:00,4095,medium
42577,None,276.35,0.0,0.0,40,Clouds,scattered clouds,3/23/2018 20:00,3229,medium
14550,None,283.35,0.0,0.0,1,Clear,sky is clear,5/22/2014 1:00,384,very low
39332,None,267.79,0.0,0.0,1,Clear,sky is clear,11/29/2017 6:00,5956,very high
34757,None,292.35,0.0,0.0,1,Clear,sky is clear,6/22/2017 22:00,2844,low
12591,None,261.39,0.0,0.0,90,Clouds,overcast clouds,2/28/2014 21:00,3135,medium
1731,None,272.86,0.0,0.0,1,Clear,sky is clear,12/5/2012 14:00,5346,high
10272,None,268.28,0.0,0.0,64,Mist,mist,12/1/2013 21:00,2354,low
12302,None,267.0,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 23:00,978,very low
33816,None,283.42,0.0,0.0,90,Clouds,overcast clouds,5/20/2017 0:00,1279,very low
39416,None,276.02,0.0,0.0,5,Clear,sky is clear,12/2/2017 18:00,5490,high
20173,None,269.44,0.0,0.0,90,Clouds,overcast clouds,12/24/2015 4:00,454,very low
22144,None,279.84,0.0,0.0,90,Mist,mist,3/30/2016 12:00,5027,high
15079,None,290.17,0.0,0.0,0,Clear,Sky is Clear,6/12/2014 19:00,3479,medium
38155,None,278.86,0.0,0.0,75,Clouds,broken clouds,10/19/2017 9:00,5181,high
5939,None,276.81,0.0,0.0,1,Clear,sky is clear,5/11/2013 8:00,2512,low
36103,None,291.65,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/9/2017 19:00,3205,medium
5486,None,274.92,0.0,0.0,1,Clear,sky is clear,4/24/2013 21:00,2705,low
3909,None,268.97,0.0,0.0,90,Mist,mist,2/26/2013 8:00,6219,very high
29670,None,270.55,0.0,0.0,40,Clouds,scattered clouds,1/1/2017 20:00,1981,low
28799,None,273.09,0.0,0.0,90,Snow,light snow,12/4/2016 4:00,336,very low
22818,None,278.44,0.0,0.0,90,Clouds,overcast clouds,4/26/2016 3:00,332,very low
24880,None,298.88,0.0,0.0,90,Rain,light rain,7/12/2016 0:00,589,very low
6625,None,287.43,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 19:00,3308,medium
39476,None,285.75,0.0,0.0,90,Rain,light rain,12/4/2017 15:00,5666,high
23566,None,298.35,0.0,0.0,90,Clouds,overcast clouds,5/23/2016 16:00,6653,very high
41127,None,270.72,0.0,0.0,1,Clear,sky is clear,1/31/2018 15:00,5941,very high
8819,None,296.032,0.0,0.0,0,Clear,Sky is Clear,9/7/2013 21:00,3050,medium
32550,None,274.15,0.0,0.0,90,Snow,light snow,4/10/2017 22:00,1352,very low
29958,None,258.42,0.0,0.0,90,Snow,light snow,1/11/2017 8:00,4082,medium
39059,None,275.28,0.0,0.0,90,Fog,fog,11/18/2017 0:00,1222,very low
1026,None,275.44,0.0,0.0,20,Clouds,few clouds,11/9/2012 4:00,683,very low
46343,None,296.61,0.0,0.0,75,Rain,light rain,8/1/2018 15:00,5655,high
44701,None,291.51,0.0,0.0,20,Clouds,few clouds,6/5/2018 10:00,4592,high
24249,None,291.71,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 7:00,6270,very high
39392,None,280.3,0.0,0.0,90,Clouds,overcast clouds,12/1/2017 18:00,5037,high
13877,None,278.2,0.43,0.0,90,Rain,light rain,4/23/2014 18:00,4264,medium
14236,None,293.39,0.0,0.0,90,Clouds,overcast clouds,5/11/2014 18:00,3989,medium
15581,None,291.3,0.0,0.0,1,Clear,sky is clear,7/18/2014 0:00,822,very low
8307,None,291.34,0.0,0.0,90,Clouds,overcast clouds,8/9/2013 22:00,2933,medium
29973,None,258.42,0.0,0.0,1,Clear,sky is clear,1/11/2017 19:00,3011,medium
